type_name,type_id,lon,lat,temperature_c,precipitation_mm,relative_humidity,wind_speed_ms,solar_radiation
Natural fire,4,131.5866,47.8662,-9.44,0.01,72.98,1.14,4.59
Natural fire,4,131.5885,47.8809,-9.44,0.01,72.98,1.14,4.59
Forest fire,3,131.9871,48.4973,-10.71,0.05,81.31,0.8,4.24
Natural fire,4,131.9031,43.6277,-7.77,0.0,68.41,0.97,4.66
Natural fire,4,131.5706,47.8581,-9.44,0.01,72.98,1.14,4.59
Natural fire,4,131.5798,52.1321,-14.91,1.9,97.41,1.06,4.3
Natural fire,4,20.4452,54.8597,1.51,0.49,93.98,4.05,2.53
Natural fire,4,125.8202,55.209,-23.0,0.06,96.21,2.31,4.37
Natural fire,4,38.2039,45.5618,7.35,0.0,73.51,6.64,5.19
Controlled burn,5,39.0129,44.9598,5.84,0.0,75.6,6.03,5.21
Natural fire,4,47.5648,43.6893,8.05,0.0,58.6,2.84,4.81
Natural fire,4,132.262,44.0062,-7.15,0.0,48.95,3.76,5.62
Forest fire,3,93.2201,56.5377,15.14,0.0,62.34,0.51,7.34
Forest fire,3,93.0662,56.9302,15.04,0.0,62.25,0.31,7.34
Forest fire,3,92.9894,56.9679,15.04,0.0,62.25,0.31,7.34
Forest fire,3,93.1233,57.1163,15.04,0.0,62.25,0.31,6.79
Forest fire,3,93.222,57.0587,15.04,0.0,62.25,0.31,6.79
Forest fire,3,91.054,57.1111,15.09,0.0,63.98,0.54,7.12
Forest fire,3,90.6519,56.9339,15.35,0.0,63.82,1.16,7.43
Forest fire,3,89.5735,56.5652,15.6,0.0,63.33,1.78,7.43
Forest fire,3,90.584,57.3357,15.7,0.0,64.01,0.17,7.12
Forest fire,3,90.297,57.3433,15.86,0.0,64.58,0.16,7.12
Forest fire,3,84.3895,56.5238,16.95,0.02,66.7,1.39,7.2
Forest fire,3,85.4911,55.6749,15.49,0.0,65.17,2.39,7.24
Forest fire,3,85.5098,55.6369,15.49,0.0,65.17,2.39,7.24
Forest fire,3,85.2518,55.493,15.92,0.0,65.75,2.88,7.24
Forest fire,3,85.7535,55.5822,15.49,0.0,65.17,2.39,7.24
Forest fire,3,85.1266,55.2007,16.29,0.0,60.71,2.48,7.24
Forest fire,3,86.2545,55.4053,14.94,0.0,66.52,1.5,7.35
Forest fire,3,86.286,55.0941,15.46,0.0,63.85,1.93,7.35
Forest fire,3,84.424,53.9896,17.59,0.0,54.98,2.02,7.41
Forest fire,3,84.5431,53.9432,17.59,0.0,54.98,2.02,7.41
Forest fire,3,86.8215,54.5582,15.47,0.0,64.09,1.81,7.4
Uncontrolled burn,1,86.5647,53.9295,15.74,0.0,60.52,1.63,7.39
Uncontrolled burn,1,85.1033,53.4434,17.52,0.0,52.19,2.17,7.41
Forest fire,3,90.367,51.5258,12.45,0.01,34.19,0.74,7.63
Forest fire,3,90.3854,51.4782,12.45,0.01,34.19,0.74,7.63
Forest fire,3,90.5305,51.4571,12.45,0.01,34.19,0.74,7.63
Forest fire,3,91.4383,51.6711,13.68,0.0,32.18,0.58,7.63
Forest fire,3,96.352,52.6256,9.82,0.0,50.34,0.47,7.77
Uncontrolled burn,1,96.7136,51.128,7.75,0.0,37.85,0.72,7.69
Forest fire,3,102.4339,50.8158,4.16,0.01,57.97,2.39,6.64
Forest fire,3,102.461,50.8473,4.16,0.01,57.97,2.39,6.64
Uncontrolled burn,1,102.6875,50.8723,4.16,0.01,57.97,2.39,6.64
Uncontrolled burn,1,102.8341,50.9313,2.96,0.05,66.23,2.63,6.64
Forest fire,3,103.44,50.8709,3.24,0.03,65.65,2.09,6.64
Natural fire,4,103.5209,50.7626,3.24,0.03,65.65,2.09,6.64
Forest fire,3,103.7135,50.6353,6.37,0.0,55.66,2.68,6.64
Uncontrolled burn,1,103.6496,50.8581,3.24,0.03,65.65,2.09,6.64
Uncontrolled burn,1,103.6172,50.8869,3.24,0.03,65.65,2.09,6.64
Uncontrolled burn,1,103.5804,50.9103,3.24,0.03,65.65,2.09,6.64
Uncontrolled burn,1,103.772,50.3717,6.37,0.0,55.66,2.68,6.64
Uncontrolled burn,1,103.8171,50.3644,6.37,0.0,55.66,2.68,6.64
Natural fire,4,103.6786,50.2191,6.0,0.0,53.94,2.93,6.64
Uncontrolled burn,1,104.1467,50.1792,7.04,0.0,52.13,3.35,6.82
Uncontrolled burn,1,104.2213,50.1932,7.04,0.0,52.13,3.35,6.82
Uncontrolled burn,1,104.2635,50.2619,6.92,0.0,54.41,2.96,6.82
Uncontrolled burn,1,104.492,50.3385,6.92,0.0,54.41,2.96,6.82
Forest fire,3,104.5916,50.3464,6.92,0.0,54.41,2.96,6.82
Uncontrolled burn,1,104.6427,50.3247,6.92,0.0,54.41,2.96,6.82
Forest fire,3,105.1255,50.4032,7.82,0.0,51.95,3.37,6.82
Uncontrolled burn,1,99.5613,54.4226,11.09,0.0,58.12,0.19,7.59
Forest fire,3,100.0537,54.6467,11.54,0.0,58.2,0.68,7.13
Forest fire,3,100.2118,54.6425,11.54,0.0,58.2,0.68,7.13
Forest fire,3,100.2369,54.6242,11.54,0.0,58.2,0.68,7.13
Forest fire,3,100.3787,54.7594,11.74,0.0,57.89,0.28,7.13
Forest fire,3,100.5555,54.8609,11.74,0.0,57.89,0.28,7.13
Forest fire,3,100.868,54.3284,11.41,0.0,58.37,1.16,7.13
Forest fire,3,100.6117,54.1393,11.63,0.0,56.85,0.48,7.13
Forest fire,3,100.1797,54.2399,10.56,0.0,58.43,0.87,7.13
Uncontrolled burn,1,101.6778,54.2164,10.71,0.0,60.78,0.96,7.13
Forest fire,3,101.8454,54.1562,10.71,0.0,60.78,0.96,7.13
Uncontrolled burn,1,102.0075,54.3843,10.85,0.0,60.46,0.9,5.63
Forest fire,3,102.0556,54.5633,10.85,0.0,60.46,0.9,5.63
Forest fire,3,102.0473,54.586,10.85,0.0,60.46,0.9,5.63
Forest fire,3,102.0741,54.9795,11.39,0.0,58.78,0.51,5.63
Uncontrolled burn,1,101.7537,55.5869,11.95,0.0,59.9,0.84,6.91
Forest fire,3,101.1209,55.7175,12.21,0.0,58.55,0.71,6.91
Forest fire,3,101.0839,55.4822,12.21,0.0,58.55,0.71,6.91
Forest fire,3,100.8342,55.5443,12.07,0.0,59.26,0.41,6.91
Forest fire,3,101.1703,55.9855,11.67,0.0,62.78,0.68,6.91
Forest fire,3,101.8709,56.2645,11.26,0.0,65.71,0.68,6.24
Forest fire,3,102.0826,56.4543,11.26,0.0,65.71,0.68,5.14
Uncontrolled burn,1,97.8987,56.7795,12.9,0.0,67.25,0.14,7.29
Uncontrolled burn,1,97.9831,56.737,12.91,0.0,66.23,0.2,7.29
Uncontrolled burn,1,97.9859,56.6289,12.91,0.0,66.23,0.2,7.29
Uncontrolled burn,1,98.0519,56.0869,12.74,0.0,65.13,0.13,7.31
Uncontrolled burn,1,98.1354,56.0815,12.74,0.0,65.13,0.13,7.31
Uncontrolled burn,1,97.9368,56.0186,12.74,0.0,65.13,0.13,7.29
Uncontrolled burn,1,97.8861,55.9439,12.74,0.0,65.13,0.13,7.53
Uncontrolled burn,1,97.9011,55.9044,12.74,0.0,65.13,0.13,7.53
Uncontrolled burn,1,97.6852,55.9816,13.35,0.0,64.63,0.13,7.53
Forest fire,3,98.5464,56.1405,12.69,0.0,63.96,0.16,7.31
Forest fire,3,98.7716,55.3374,12.88,0.0,57.5,0.15,7.49
Forest fire,3,99.4062,55.1499,12.06,0.0,57.57,0.2,7.49
Forest fire,3,102.0175,53.9022,10.71,0.0,60.78,0.96,6.62
Natural fire,4,102.0323,53.8857,10.71,0.0,60.78,0.96,6.62
Uncontrolled burn,1,102.0658,53.8999,10.71,0.0,60.78,0.96,6.62
Uncontrolled burn,1,103.5191,52.8025,10.08,0.0,59.33,1.41,7.13
Uncontrolled burn,1,103.3812,52.5462,10.64,0.0,52.01,0.49,7.13
Uncontrolled burn,1,103.2918,52.5396,10.64,0.0,52.01,0.49,7.13
Natural fire,4,103.4426,52.4612,11.03,0.0,54.95,1.86,7.13
Uncontrolled burn,1,104.5363,52.3667,10.25,0.0,58.1,2.03,5.35
Forest fire,3,84.2304,54.1992,17.59,0.0,54.98,2.02,7.41
Forest fire,3,83.8249,54.3112,16.89,0.01,61.93,2.14,7.37
Forest fire,3,83.9222,54.5713,16.89,0.01,61.93,2.14,7.37
Forest fire,3,85.1577,54.6369,16.09,0.0,57.24,1.23,7.41
Forest fire,3,86.2631,54.4261,15.95,0.0,59.24,2.34,7.4
Forest fire,3,86.8212,54.5577,15.47,0.0,64.09,1.81,7.4
Forest fire,3,86.5998,54.6911,15.47,0.0,64.09,1.81,7.4
Forest fire,3,79.831,56.0732,17.57,0.36,70.71,2.68,6.77
Forest fire,3,77.7945,56.3105,18.0,0.52,75.37,3.19,6.28
Forest fire,3,76.6129,55.8114,18.41,0.56,72.86,3.31,5.86
Forest fire,3,78.4673,55.106,16.91,0.1,69.79,2.95,6.83
Forest fire,3,77.84,54.4378,17.52,0.03,65.6,2.73,4.61
Forest fire,3,85.1455,56.0252,16.31,0.01,64.82,1.96,7.2
Forest fire,3,62.6875,61.1675,6.84,0.02,64.5,0.27,5.71
Forest fire,3,67.7274,61.5688,7.33,0.07,68.23,0.83,6.09
Forest fire,3,68.4949,60.9886,9.04,0.02,69.61,2.27,7.37
Forest fire,3,68.8967,61.0418,9.04,0.02,69.61,2.27,6.12
Forest fire,3,68.9192,60.9903,9.04,0.02,69.61,2.27,7.37
Forest fire,3,69.3632,61.0896,9.25,0.03,70.63,2.33,6.12
Natural fire,4,69.4434,61.0968,9.25,0.03,70.63,2.33,6.12
Forest fire,3,69.7033,61.1468,9.42,0.05,71.89,2.1,6.12
Forest fire,3,69.1411,61.223,9.25,0.03,70.63,2.33,6.12
Natural fire,4,69.4813,60.9078,9.25,0.03,70.63,2.33,7.37
Natural fire,4,69.5229,60.8952,9.25,0.03,70.63,2.33,7.37
Forest fire,3,68.5822,58.6809,15.13,0.13,68.22,0.68,6.87
Forest fire,3,67.2384,57.735,16.44,0.11,70.54,3.53,5.91
Forest fire,3,66.4282,57.3247,16.44,0.03,68.83,3.61,5.91
Forest fire,3,65.644,57.2418,17.7,0.03,66.54,3.47,6.43
Forest fire,3,64.2424,56.1695,18.65,0.86,71.29,2.72,6.09
Forest fire,3,71.375,54.2519,20.16,1.77,66.63,2.4,5.4
Forest fire,3,72.2058,55.2057,19.35,2.43,73.08,2.26,6.23
Forest fire,3,71.6321,55.2033,19.28,2.78,75.11,2.43,6.42
Forest fire,3,70.9417,55.272,19.37,3.3,79.28,2.57,6.42
Forest fire,3,138.9382,49.9448,11.49,0.0,68.02,0.45,5.56
Forest fire,3,139.3403,50.1033,9.93,0.0,68.94,0.71,5.36
Forest fire,3,139.3808,50.1238,9.93,0.0,68.94,0.71,5.36
Forest fire,3,139.3626,50.1406,9.93,0.0,68.94,0.71,5.36
Forest fire,3,139.6236,50.1545,9.93,0.0,68.94,0.71,5.36
Forest fire,3,139.874,51.6167,11.82,0.0,66.29,1.45,5.31
Forest fire,3,139.9219,51.6718,11.82,0.0,66.29,1.45,5.31
Forest fire,3,140.2695,51.9642,12.12,0.0,64.47,1.63,6.55
Forest fire,3,140.3538,51.9265,8.63,0.0,71.06,1.22,6.55
Forest fire,3,140.2847,51.8831,12.12,0.0,64.47,1.63,6.55
Forest fire,3,140.1101,52.0298,12.12,0.0,64.47,1.63,6.32
Forest fire,3,140.3004,52.0854,12.12,0.0,64.47,1.63,6.32
Forest fire,3,140.2436,53.2101,12.05,0.0,68.72,0.9,6.32
Forest fire,3,140.2853,53.1976,12.05,0.0,68.72,0.9,6.32
Forest fire,3,140.0456,53.2694,11.88,0.0,72.35,0.96,6.32
Forest fire,3,132.3202,51.4041,11.5,1.6,79.88,0.17,5.5
Forest fire,3,139.1001,51.4037,13.43,0.0,66.07,0.88,5.31
Natural fire,4,142.7384,50.4171,9.12,0.0,66.29,0.53,7.04
Uncontrolled burn,1,139.8195,65.8692,-6.68,0.42,87.12,1.36,5.69
Uncontrolled burn,1,139.4051,68.2898,-3.57,0.01,83.88,1.53,5.39
Uncontrolled burn,1,139.4037,68.3098,-3.57,0.01,83.88,1.53,5.39
Forest fire,3,122.8873,54.2765,6.25,0.92,72.01,0.25,4.05
Controlled burn,5,122.9366,54.2661,6.25,0.92,72.01,0.25,4.05
Forest fire,3,122.851,54.2315,8.67,1.45,59.87,0.3,4.05
Forest fire,3,123.0087,54.2136,8.67,1.45,59.87,0.3,4.05
Forest fire,3,123.0515,54.1423,8.67,1.45,59.87,0.3,4.05
Forest fire,3,123.0994,54.0851,8.67,1.45,59.87,0.3,4.05
Forest fire,3,123.1024,54.0755,8.67,1.45,59.87,0.3,4.05
Forest fire,3,123.1262,54.088,8.67,1.45,59.87,0.3,4.05
Forest fire,3,123.0475,54.0596,8.67,1.45,59.87,0.3,4.05
Forest fire,3,123.1182,53.874,8.67,1.45,59.87,0.3,2.5
Uncontrolled burn,1,123.4366,53.8064,8.67,1.45,59.87,0.3,2.5
Forest fire,3,123.5182,53.7534,9.18,0.67,55.74,0.26,2.5
Uncontrolled burn,1,123.6661,53.7901,9.18,0.67,55.74,0.26,2.5
Uncontrolled burn,1,123.7446,53.8135,9.18,0.67,55.74,0.26,2.5
Forest fire,3,123.7896,53.7758,9.18,0.67,55.74,0.26,2.5
Forest fire,3,124.3352,53.7354,9.97,0.47,57.58,0.34,4.46
Uncontrolled burn,1,124.3665,53.7488,9.97,0.47,57.58,0.34,4.46
Uncontrolled burn,1,124.4442,53.8581,9.49,0.15,51.72,0.31,4.46
Forest fire,3,124.596,53.9136,9.49,0.15,51.72,0.31,4.46
Uncontrolled burn,1,124.9424,53.9377,10.17,0.05,49.4,0.31,4.46
Uncontrolled burn,1,125.1402,53.9943,10.17,0.05,49.4,0.31,4.46
Uncontrolled burn,1,125.2577,53.7989,10.17,0.05,49.4,0.31,4.46
Uncontrolled burn,1,125.2779,53.7638,10.17,0.05,49.4,0.31,4.46
Uncontrolled burn,1,125.3224,53.7164,11.16,0.05,53.02,0.26,4.46
Uncontrolled burn,1,125.4534,53.735,11.16,0.05,53.02,0.26,4.46
Natural fire,4,125.3505,53.8063,11.25,0.0,45.03,0.34,4.46
Forest fire,3,124.7313,53.3419,10.47,0.25,54.68,0.3,4.46
Forest fire,3,124.7301,53.3282,10.47,0.25,54.68,0.3,4.46
Forest fire,3,124.7359,53.308,10.47,0.25,54.68,0.3,4.46
Uncontrolled burn,1,124.7091,53.2549,10.47,0.25,54.68,0.3,4.46
Uncontrolled burn,1,124.6986,53.2338,10.61,1.25,58.1,0.35,4.46
Uncontrolled burn,1,125.0555,53.2209,10.61,1.25,58.1,0.35,4.46
Uncontrolled burn,1,124.1256,54.2324,9.49,0.15,51.72,0.31,5.42
Forest fire,3,123.8069,54.3019,7.37,0.43,64.18,0.29,4.05
Forest fire,3,123.7551,54.3273,7.37,0.43,64.18,0.29,4.05
Controlled burn,5,123.7428,54.3509,7.37,0.43,64.18,0.29,4.05
Forest fire,3,123.7246,54.2993,7.37,0.43,64.18,0.29,4.05
Forest fire,3,123.6466,54.3162,7.37,0.43,64.18,0.29,4.05
Forest fire,3,123.6107,54.3226,7.37,0.43,64.18,0.29,4.05
Forest fire,3,123.5587,54.3172,7.37,0.43,64.18,0.29,4.05
Forest fire,3,123.5526,54.3064,7.37,0.43,64.18,0.29,4.05
Uncontrolled burn,1,123.9564,54.6671,7.37,0.43,64.18,0.29,4.05
Forest fire,3,122.8719,54.9876,5.6,0.56,75.55,0.34,4.05
Forest fire,3,122.476,55.9958,6.42,0.05,74.98,0.42,4.75
Forest fire,3,127.8058,54.8261,11.15,0.0,55.75,0.35,6.28
Forest fire,3,127.9819,54.3942,13.37,0.01,57.51,1.56,6.28
Forest fire,3,133.0447,50.3083,11.19,0.22,76.15,0.4,6.1
Natural fire,4,136.9491,49.5801,14.94,0.02,70.67,0.87,6.36
Uncontrolled burn,1,136.1343,48.9359,15.38,0.02,68.56,1.28,6.3
Uncontrolled burn,1,137.0796,48.4248,13.27,0.03,70.99,0.19,6.3
Forest fire,3,121.7863,61.8418,7.13,0.01,72.42,0.47,6.91
Uncontrolled burn,1,122.4836,63.3172,8.03,0.0,70.81,0.82,6.9
Natural fire,4,122.1366,64.5873,7.33,0.52,78.23,1.38,4.55
Forest fire,3,96.8553,56.9071,13.83,0.0,66.69,0.11,7.29
Natural fire,4,96.4263,56.7459,14.07,0.0,65.19,1.22,7.29
Natural fire,4,98.8052,58.0394,13.29,0.07,65.33,0.21,6.16
Natural fire,4,97.612,56.0337,13.35,0.0,64.63,0.13,7.29
Forest fire,3,101.4084,56.5216,11.45,0.0,64.15,0.45,6.24
Forest fire,3,101.5147,56.3656,11.45,0.0,64.15,0.45,6.24
Forest fire,3,101.1059,55.7246,12.21,0.0,58.55,0.71,6.91
Forest fire,3,98.8115,55.3373,12.88,0.0,57.5,0.15,7.49
Natural fire,4,100.3788,54.757,11.74,0.0,57.89,0.28,7.13
Natural fire,4,100.141,54.6276,11.54,0.0,58.2,0.68,7.13
Forest fire,3,102.0617,54.5966,10.85,0.0,60.46,0.9,5.63
Forest fire,3,102.0769,53.9066,10.71,0.0,60.78,0.96,6.62
Forest fire,3,102.4396,52.966,10.77,0.0,54.33,1.12,7.13
Uncontrolled burn,1,103.2756,52.5619,10.64,0.0,52.01,0.49,7.13
Uncontrolled burn,1,106.706,52.3106,8.98,0.01,62.11,2.35,7.04
Uncontrolled burn,1,104.2901,50.293,6.92,0.0,54.41,2.96,6.82
Uncontrolled burn,1,102.4972,58.1895,11.82,0.0,67.22,0.54,5.02
Uncontrolled burn,1,68.4978,60.9939,9.04,0.02,69.61,2.27,7.37
Uncontrolled burn,1,69.6001,61.2504,8.03,0.11,72.47,1.27,6.12
Uncontrolled burn,1,69.9568,61.2727,8.14,0.11,73.65,1.55,6.12
Uncontrolled burn,1,70.2803,61.3092,8.14,0.11,73.65,1.55,6.36
Forest fire,3,69.3867,61.0942,9.25,0.03,70.63,2.33,6.12
Uncontrolled burn,1,69.3444,60.5044,10.62,0.07,69.01,1.17,7.37
Uncontrolled burn,1,70.8142,60.7484,10.84,0.1,71.39,0.22,7.34
Uncontrolled burn,1,72.0871,61.2549,9.06,0.16,74.15,2.02,6.59
Natural fire,4,74.158,61.2087,11.21,0.22,74.72,0.69,6.55
Forest fire,3,74.3582,61.2005,11.21,0.22,74.72,0.69,6.55
Forest fire,3,74.2635,61.213,11.21,0.22,74.72,0.69,6.55
Forest fire,3,68.5917,58.7273,15.13,0.13,68.22,0.68,6.87
Forest fire,3,70.5937,57.8052,16.36,0.18,71.33,0.64,5.96
Forest fire,3,76.7976,60.6547,12.99,0.21,75.55,1.17,6.96
Natural fire,4,76.9525,60.6896,12.99,0.21,75.55,1.17,6.96
Natural fire,4,76.9618,60.647,12.99,0.21,75.55,1.17,6.96
Forest fire,3,76.2487,60.9573,11.66,0.15,76.6,2.4,6.96
Forest fire,3,76.127,60.9244,11.66,0.15,76.6,2.4,6.96
Forest fire,3,81.6031,58.7978,15.9,0.67,82.88,0.77,5.66
Forest fire,3,81.8612,58.6243,16.61,0.52,79.73,1.31,5.66
Natural fire,4,82.74,58.4059,16.53,0.49,80.28,1.8,5.61
Uncontrolled burn,1,83.9914,57.566,16.83,0.09,75.54,2.57,6.87
Uncontrolled burn,1,83.7627,57.2323,16.76,0.06,72.89,2.71,6.87
Forest fire,3,84.1726,56.6666,16.95,0.02,66.7,1.39,7.2
Forest fire,3,84.048,56.5069,16.81,0.01,70.18,3.17,7.2
Forest fire,3,84.4981,56.4215,16.95,0.02,66.7,1.39,7.2
Uncontrolled burn,1,84.6013,56.481,16.95,0.02,66.7,1.39,7.2
Forest fire,3,85.4585,56.6323,15.9,0.0,66.22,2.35,7.2
Uncontrolled burn,1,86.0263,56.9775,15.74,0.0,69.0,2.82,7.13
Forest fire,3,86.3802,57.178,15.74,0.0,69.0,2.82,7.26
Forest fire,3,86.1952,57.2798,15.86,0.03,72.1,0.4,7.26
Forest fire,3,85.8861,57.438,16.15,0.07,72.77,0.43,7.06
Uncontrolled burn,1,85.5658,57.6051,16.15,0.07,72.77,0.43,7.06
Uncontrolled burn,1,85.1642,57.829,16.64,0.18,76.57,0.32,7.06
Uncontrolled burn,1,85.372,58.524,16.41,0.31,78.5,0.3,5.74
Natural fire,4,85.3901,58.5704,16.41,0.31,78.5,0.3,5.74
Natural fire,4,86.8006,56.6401,15.46,0.0,66.77,3.57,7.13
Forest fire,3,91.9753,58.3915,10.41,0.69,71.46,0.31,7.39
Forest fire,3,92.3158,58.398,10.53,0.69,72.47,0.51,7.44
Forest fire,3,91.9875,58.5564,10.41,0.69,71.46,0.31,7.39
Forest fire,3,92.0368,58.1355,11.8,0.43,68.34,0.07,7.44
Forest fire,3,93.0434,57.6116,12.88,0.14,70.7,0.19,6.04
Forest fire,3,93.2621,57.651,12.88,0.14,70.7,0.19,6.04
Forest fire,3,93.2279,57.7449,12.88,0.14,70.7,0.19,6.04
Forest fire,3,93.0814,58.0211,12.07,0.17,70.67,0.62,7.44
Forest fire,3,92.7984,58.0699,12.0,0.3,69.02,0.33,7.44
Natural fire,4,92.7459,58.0786,12.0,0.3,69.02,0.33,7.44
Natural fire,4,92.6788,58.0513,12.0,0.3,69.02,0.33,7.44
Natural fire,4,92.8221,58.1201,12.07,0.17,70.67,0.62,7.44
Natural fire,4,92.4827,58.1696,12.0,0.3,69.02,0.33,7.44
Forest fire,3,94.734,57.5276,13.36,0.07,72.3,0.1,6.36
Forest fire,3,95.4003,57.4279,13.35,0.06,72.06,0.13,6.36
Forest fire,3,95.1313,56.7838,14.09,0.33,72.98,1.28,3.81
Forest fire,3,94.8574,55.2475,15.37,0.04,66.12,1.18,5.64
Forest fire,3,94.8968,55.2005,15.37,0.04,66.12,1.18,5.64
Forest fire,3,94.7783,55.1577,15.37,0.04,66.12,1.18,5.64
Forest fire,3,95.065,55.1162,15.37,0.04,66.12,1.18,5.64
Forest fire,3,100.1525,54.4254,15.54,0.01,63.58,1.25,6.63
Forest fire,3,100.1169,54.4961,15.54,0.01,63.58,1.25,6.63
Forest fire,3,100.2083,54.5457,15.54,0.01,63.58,1.25,6.63
Forest fire,3,100.2615,54.6323,15.54,0.01,63.58,1.25,6.63
Forest fire,3,100.0053,54.6506,15.54,0.01,63.58,1.25,6.63
Forest fire,3,100.2576,54.7547,15.65,0.05,68.26,0.18,6.63
Forest fire,3,87.6101,50.6477,12.03,0.01,42.32,1.35,7.17
Forest fire,3,88.1323,50.9948,12.82,0.06,45.43,0.93,7.56
Forest fire,3,86.0577,51.0298,14.19,0.1,52.16,0.69,6.81
Forest fire,3,85.2185,51.6908,16.27,0.11,56.2,0.92,6.73
Forest fire,3,80.2642,53.2712,19.65,0.09,50.31,2.26,7.24
Forest fire,3,91.3929,51.0574,15.15,0.0,27.97,2.55,7.5
Forest fire,3,91.4319,51.6843,15.89,0.0,35.01,1.58,7.5
Forest fire,3,91.0448,51.4986,15.89,0.0,35.01,1.58,7.5
Forest fire,3,91.1242,51.4077,15.89,0.0,35.01,1.58,7.5
Forest fire,3,90.4113,51.5471,14.4,0.0,37.6,1.58,7.5
Forest fire,3,90.5254,51.6039,14.4,0.0,37.6,1.58,7.5
Forest fire,3,89.7484,52.7101,16.54,0.0,55.98,0.34,7.44
Forest fire,3,90.1012,54.2242,15.6,0.02,63.29,2.46,7.71
Forest fire,3,89.2939,54.3495,15.42,0.05,65.58,1.85,7.52
Forest fire,3,87.3347,54.0962,18.81,0.0,57.31,0.87,7.09
Controlled burn,5,87.2464,53.7018,19.25,0.0,56.43,0.63,7.44
Forest fire,3,82.9219,53.4685,20.68,0.01,41.67,1.69,7.33
Forest fire,3,91.2066,54.5617,17.97,0.01,63.59,3.06,7.71
Forest fire,3,92.2187,54.5236,16.42,0.03,67.93,1.48,7.75
Forest fire,3,92.5453,54.2949,16.42,0.03,67.93,1.48,7.75
Forest fire,3,92.7369,54.2708,16.42,0.03,67.93,1.48,7.75
Forest fire,3,92.4175,54.1338,18.2,0.01,59.12,1.71,7.75
Forest fire,3,92.367,54.015,18.2,0.01,59.12,1.71,7.75
Forest fire,3,92.5237,53.9531,18.2,0.01,59.12,1.71,7.72
Forest fire,3,92.5509,53.9661,18.2,0.01,59.12,1.71,7.72
Forest fire,3,92.83,53.7706,17.17,0.0,59.17,1.03,7.72
Forest fire,3,92.8713,53.7228,17.65,0.0,58.5,0.51,7.72
Forest fire,3,92.8422,53.6432,17.65,0.0,58.5,0.51,7.72
Forest fire,3,92.7637,53.6178,18.65,0.0,56.27,1.43,7.72
Forest fire,3,92.8928,53.5051,17.65,0.0,58.5,0.51,7.72
Forest fire,3,100.5985,54.1453,15.89,0.0,60.57,0.72,6.63
Forest fire,3,100.6923,54.3049,15.38,0.02,65.67,2.3,6.63
Forest fire,3,98.0483,54.6864,13.7,0.02,66.08,0.31,7.36
Forest fire,3,102.8283,50.9372,7.6,0.0,55.48,2.18,6.92
Forest fire,3,102.8365,50.8999,7.6,0.0,55.48,2.18,6.92
Forest fire,3,102.7051,50.8926,8.74,0.0,48.79,2.29,6.92
Forest fire,3,102.6417,50.889,8.74,0.0,48.79,2.29,6.92
Forest fire,3,102.6516,50.9329,8.74,0.0,48.79,2.29,6.92
Natural fire,4,102.3841,50.7831,8.74,0.0,48.79,2.29,6.92
Forest fire,3,103.587,50.7392,10.93,0.0,43.74,1.88,6.92
Forest fire,3,103.6539,50.7632,7.58,0.0,55.48,1.62,6.92
Forest fire,3,103.725,50.7666,7.58,0.0,55.48,1.62,6.92
Forest fire,3,46.8148,54.0872,13.77,0.0,69.99,3.64,7.3
Forest fire,3,43.0503,49.531,22.72,0.12,48.22,4.83,6.11
Forest fire,3,122.7308,54.9798,9.05,0.21,69.87,0.43,5.11
Forest fire,3,123.8173,54.2958,9.41,0.26,72.4,0.37,5.11
Forest fire,3,123.8205,54.2904,9.41,0.26,72.4,0.37,5.11
Forest fire,3,123.9518,54.2644,9.41,0.26,72.4,0.37,5.11
Forest fire,3,123.955,54.2411,10.86,0.34,67.82,0.25,5.11
Forest fire,3,123.9873,54.1785,10.86,0.34,67.82,0.25,5.11
Forest fire,3,124.0981,54.2557,9.05,0.21,74.76,0.41,4.75
Forest fire,3,124.0945,54.261,9.05,0.21,74.76,0.41,4.75
Natural fire,4,123.3243,53.8184,10.72,0.52,68.48,0.3,4.19
Forest fire,3,122.3898,53.9794,10.29,0.31,68.87,0.3,4.19
Forest fire,3,122.2058,54.0411,10.29,0.31,68.87,0.3,5.11
Forest fire,3,122.202,54.0469,10.29,0.31,68.87,0.3,5.11
Forest fire,3,122.274,54.1031,10.29,0.31,68.87,0.3,5.11
Forest fire,3,122.1442,54.1914,10.04,0.08,67.0,0.35,5.11
Natural fire,4,139.8083,51.6201,11.05,0.02,78.29,1.85,6.25
Natural fire,4,139.8841,51.6114,11.05,0.02,78.29,1.85,6.25
Forest fire,3,140.2058,51.815,10.82,0.02,77.61,2.06,4.87
Forest fire,3,140.1816,52.0009,10.82,0.02,77.61,2.06,6.75
Uncontrolled burn,1,140.3645,51.962,7.07,0.14,87.05,1.56,4.87
Forest fire,3,140.3658,51.9567,7.07,0.14,87.05,1.56,4.87
Forest fire,3,140.3805,51.9401,7.07,0.14,87.05,1.56,4.87
Forest fire,3,140.3404,51.9367,7.07,0.14,87.05,1.56,4.87
Forest fire,3,140.3427,51.915,7.07,0.14,87.05,1.56,4.87
Forest fire,3,140.0611,53.293,13.26,0.01,76.29,0.86,6.83
Forest fire,3,140.3261,53.212,10.55,0.0,74.41,0.78,6.83
Forest fire,3,139.3243,50.1328,10.46,0.5,80.66,0.72,5.92
